id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
281,Jakub05102432,"Jaki hymn zjebie? Gówno w głowie, to mają wyborcy PO, bo gorszej partii nie było u nas Uśmiechnięte cwele, co nie umieją przeżyć, że Rafałek 2 raz z rzędu przejebał wybory 😆 następne wybory do sejmu i wylatujecie, a ty dalej będziesz wyć śmietniku",0,0,0,0,07-10-25,247,44,,https://nitter.net/Jakub05102432/status/1975600353279156456#m
282,NewsweekPolska,"To był czas próby. Jedni ubijali interesy i nie obchodziło ich, ilu ludzi zachoruje. A drudzy narażali się, ratując życie chorych — prof. Krzysztof Simon wspomina czasy pandemii ➡️ newsweek.pl/polska/spoleczen…",0,2,0,2,07-10-25,210,30,,https://nitter.net/NewsweekPolska/status/1975592596992106979#m
283,cezessox,Wybory to guwno prawda.,0,0,0,0,07-10-25,23,4,,https://nitter.net/cezessox/status/1975600258081075363#m
284,panx9000,Uważaj Bartek bo przez to ciągłe bycie lepszym przejebiesz kolejne wybory,0,0,0,0,07-10-25,73,11,,https://nitter.net/panx9000/status/1975600002635387017#m
285,Adriankowska,Wybory za pasem,0,0,0,0,07-10-25,15,3,,https://nitter.net/Adriankowska/status/1975599817708740766#m
286,Psmola68,Pajac naczelny tej organizacji @szymon_holownia oraz jego pacynki ponoszą pełna odpowiedzialność za pierwsze przegrane wybory R Trzaskowskiego oraz za całe teraźniejsze zamieszanie w koalicji Na pohybel TYM PAJACOM !!!! 🤮,0,0,0,0,07-10-25,221,30,,https://nitter.net/Psmola68/status/1975599553693860026#m
287,ENZO_MACIEJ,"Orban: Węgry nie chcą być w UE lub NATO, jeśli Ukraina do nich dołączy‼️ Orban twój czas dobiega końca 🔜 2026 wybory🇭🇺 :)",1,18,23,42,07-10-25,121,23,,https://nitter.net/ENZO_MACIEJ/status/1975524007374991698#m
288,Magorza25123280,Acha misiu się obudził 🤣🤣🤣 coś jest na rzeczy czyżby zbliżają się szybkie wybory 🤔🤔🤔🤔,0,0,0,0,07-10-25,85,15,,https://nitter.net/Magorza25123280/status/1975599357274558590#m
289,Gregor07966579,Bez względu na to czy fałszerstwa były po obu stronach należy dokładnie przeliczyć wszystkie głosy. Wyborcy mają prawo poznać skalę tych fałszerstw i prawdziwe wyniki wyborów. Jeśli skala oszustw okaże się wysoka wybory należy powtórzyć.,5,383,55,443,06-10-25,237,35,,https://nitter.net/Gregor07966579/status/1975141430562873692#m
290,BostonTea84,"Najważniejszym osiągnięciem drugiej kadencji Trumpa jest to, że biali ludzie wreszcie zaczynają zauważać skalę zdziczenia murzynów w USA i obnażać patologie wymiaru sprawiedliwości, który wypuszcza tych troglodytów na wolność. Wybory w demokracji mają znaczenie.",2,79,20,101,07-10-25,262,34,,https://nitter.net/BostonTea84/status/1975545564604604457#m
291,AdamAdam4949,"KO i koalicjanci muszą wygrać wybory w 2027r, bo w razie rządów PiS z Konfederacją zaprzepaścimy wszystko co osiągnęliśmy po 1989 r. Wyprowadzą nas z Unii i poprowadzą w objęcia Putina. Tego chcecie dla siebie i dla swoich dzieci drodzy obrażeni na rząd demokraci? Myśilmy szerzej",0,29,3,32,07-10-25,280,46,,https://nitter.net/AdamAdam4949/status/1975535315143319718#m
292,okiemtomkaw,"Proszę wybaczyć, Panie Premierze @donaldtusk, ale Pan Siemoniak może Pana i KO kosztować przegrane wybory w 2027 roku. Podobna sytuacja była z Bodnarem, zmarnowane 2 lata. W tym wypadku wyborcy będą bezwzględni, a przecież, słowa Pana Premiera, ma Pan tylko ich, wyborców. Warto?",2,92,15,109,07-10-25,279,43,,https://nitter.net/okiemtomkaw/status/1975527929732886719#m
293,okiemtomkaw,W skali całego kraju takich przypadków mogły być setki. Jak to wpłynęło na wynik wyborów? Czy wybory były uczciwe? Tego musimy się dowiedzieć.,0,44,0,44,07-10-25,142,23,,https://nitter.net/okiemtomkaw/status/1975529362741940541#m
294,obca_1612,"Szkoła ma przygotować młodego człowieka do poznawania świata,takim jakim jest; różnorodnym, ciekawym i czasem, niebezpiecznym. Szkoła,a nie Ordo Iuris, ma wyposażyć ucznia w wiedzę, która pozwoli mu świadomie podejmować wybory i radzić sobie z ich konsekwencjami. #InstytutPrawdy",0,2,1,3,07-10-25,279,37,,https://nitter.net/obca_1612/status/1975595178091290686#m
295,MarSypniewski,"Ukraińskie media (European Pravda) donoszą: coraz więcej Ukraińców uzyskuje polskie obywatelstwo. Do 2027 mogą realnie wpływać na nasze wybory 🇵🇱❗ Dlatego potrzebna jest jasna polityka – całkowita likwidacja socjalu dla obcokrajowców. Szkoda, że prezydent Nawrocki nie postawił sprawy całkowicie na ostrzu noża. Polska musi chronić interes Polaków 🇵🇱! #StopSocjal",2,11,9,22,06-10-25,363,49,,https://nitter.net/MarSypniewski/status/1975217770900947066#m
296,Vojtekus,"Antyintelektualnie i antyelitarnie wzmożony ""człowiek masowy"" wybiera populistów dlatego, że oni nie odsyłają go do szkoły, schlebiając jego niechęci do nauki. Nawrocki, a wcześniej PiS wygrywali wybory, bo ich wyborcy widzą w nich swoje odbicie, chcą polityków ""swojaków"", 5/7",0,3,2,5,07-10-25,277,39,,https://nitter.net/Vojtekus/status/1975590836441346282#m
297,dwolosiuk,Wybory dopiero „po wojnie”,0,0,0,0,07-10-25,26,4,,https://nitter.net/dwolosiuk/status/1975597908574806291#m
298,tvn24,"Premier Węgier i węgierski minister spraw zagranicznych oskarżają główną partię opozycyjną o to, że są agentami Ukrainy, a Kijów - o to, że ingeruje w wybory. tvn24.pl/swiat/wegry-viktor-…",0,2,3,5,07-10-25,188,27,,https://nitter.net/tvn24/status/1975590489551147231#m
299,BostonTea84,"Najważniejszym osiągnięciem drugiej kadencji Trumpa jest to, że biali ludzie wreszcie zaczynają zauważać skalę zdziczenia murzynów w USA i obnażać patologie wymiaru sprawiedliwości, który wypuszcza tych troglodytów na wolność. Wybory w demokracji mają znaczenie.",2,79,20,101,07-10-25,262,34,,https://nitter.net/BostonTea84/status/1975545564604604457#m
300,AdamAdam4949,"KO i koalicjanci muszą wygrać wybory w 2027r, bo w razie rządów PiS z Konfederacją zaprzepaścimy wszystko co osiągnęliśmy po 1989 r. Wyprowadzą nas z Unii i poprowadzą w objęcia Putina. Tego chcecie dla siebie i dla swoich dzieci drodzy obrażeni na rząd demokraci? Myśilmy szerzej",0,29,3,32,07-10-25,280,46,,https://nitter.net/AdamAdam4949/status/1975535315143319718#m
